requirement_id,source_document,section_lines,classification,requirement,owner_clarification,user_scenario,measurable_acceptance,entrypoints,implementation,runtime,evidence,business_acceptance,evidence_refs,gap_risk_dependency,minimal_direction,primary_package,supporting_packages,finding_ids,roadmap_status,reconciliation_note,package_exit
F-012,AI_LAB_FOLLOWUP_PLAN.md,1030-1081,wymaganie,Dashboard produkcyjny,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Karty i aktywność są responsywne i autoryzowane,dashboard API/UI,PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live latency sampling w tym audycie.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-013,AI_LAB_FOLLOWUP_PLAN.md,1082-1187,wymaganie,"Kalendarz, zadania, realizacje i notatki","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"CRUD, miesiąc, approval absencji i Client 360 działają","work_items, projects, notes, Flutter tasks",PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Mało danych produkcyjnych; brak integracji ofert.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-014,AI_LAB_FOLLOWUP_PLAN.md,1188-1258,wymaganie,Dashboard last activity,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Ostatnie działania mają correct ordering i deep link,dashboard/timeline,PRESENT,ACTIVE,UNIT,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live stale-data test.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-015,AI_LAB_FOLLOWUP_PLAN.md,1263-1442,wymaganie,Admin Trash i retencja 7 dni,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Soft-delete, restore i purge są autoryzowane i audytowane","trash service/API/UI, scheduled task",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Nie wykonano purge/restore produkcyjnego.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,R22;R24,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-016,AI_LAB_FOLLOWUP_PLAN.md,1443-1495,wymaganie,Admin Backup UI,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"DB-only list, host snapshot, nonblocking save i retention fields",backup API/UI/Supervisor,PRESENT,ACTIVE,E2E,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Retencja produkcyjna pozostaje wyłączona.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R22,R03,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Operacje wymagane w followup odebrane; wyłączona retencja jest akceptowana wyłącznie jako jawna decyzja właściciela, a nie ukryte COMPLETE."
F-017,AI_LAB_FOLLOWUP_PLAN.md,1496-1525,wymaganie,Windows disaster recovery tool,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Runbook/tool odtwarza stack fail-closed,"operations/hardening, backup scripts",PRESENT,NOT_APPLICABLE,UNIT,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live disaster restore.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R03,,FND-026,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Zatwierdzony dowód odzyskania oraz punkt odtworzenia dla najbliższej zmiany. W przypadku odmowy escrow odnotowany konkretny blocker odpowiednich wdrożeń, nie zakaz lokalnych poprawek."
F-018,AI_LAB_FOLLOWUP_PLAN.md,1526-1613,wymaganie,Admin Knowledge Base,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Import, process, review, index i UI są admin-only","knowledge_base_service.py, API/UI",PARTIAL,ACTIVE,E2E,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"5 current indexed, 3 current not_ready, 1 current failed.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R13,R08;R14,FND-022;FND-031,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Zatwierdzony korpus i mechanizm świeżości działają; nie wystarcza liczba itemów ani sam indeks green.
F-019,AI_LAB_FOLLOWUP_PLAN.md,1614-1677,wymaganie,Advanced przez Temporary Chat,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Tylko trudne przypadki, sanitacja, contract, local acceptance","advanced_analysis_orchestrator.py, Supervisor worker",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,16 advanced_queued inert; brak live temporary session smoke.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R15,R05;R24,FND-035;FND-036,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Obie ścieżki Temporary Chat mają dzisiejszy evidence i wersję workerów; poprawność, użyteczność i bezpieczeństwo odebrane razem."
F-020,AI_LAB_FOLLOWUP_PLAN.md,1678-1721,wymaganie,Semantic Search Coverage V2,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Zapytania naturalne mają mierzalne recall i scope,"global/KB search, Qdrant",PARTIAL,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Dokumenty mają tylko 57 punktów/chunks.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R14,R08;R13,FND-009;FND-022,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Mierzalne, uzgodnione pokrycie i jakość podobnych realizacji, ze wskazaniem jakiej części archiwum faktycznie dotyczy odpowiedź."
F-021,AI_LAB_FOLLOWUP_PLAN.md,1722-1731,wymaganie,Qdrant restore proof,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Backup/restore odtwarza kolekcje i generacje,"backup restore, qdrant vector store",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live restore drill.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R03,,FND-026,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Zatwierdzony dowód odzyskania oraz punkt odtworzenia dla najbliższej zmiany. W przypadku odmowy escrow odnotowany konkretny blocker odpowiednich wdrożeń, nie zakaz lokalnych poprawek."
F-022,AI_LAB_FOLLOWUP_PLAN.md,1732-1795,ograniczenie,Security hardening V2,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Auth, rate limit, CORS, public boundary, secrets i audit fail-closed",auth/security/gateways,PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Backend /version ujawnia development/debug metadata.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R22,R04;R05;R20,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Operacje wymagane w followup odebrane; wyłączona retencja jest akceptowana wyłącznie jako jawna decyzja właściciela, a nie ukryte COMPLETE."
F-023,AI_LAB_FOLLOWUP_PLAN.md,1796-1819,wymaganie,Reprodukowalny Windows build,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Clean source tworzy weryfikowalny podpisany artefakt,"frontend/windows, release scripts",PRESENT,NOT_APPLICABLE,HISTORICAL,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Nie budowano w audycie; public stable +29.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R04,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,RELEASE_ID + compatibility manifest gotowe. Stan source-ready/staged/deployed/accepted jest rozdzielony. Samo przygotowanie nie oznacza promocji rescue.
F-024,AI_LAB_FOLLOWUP_PLAN.md,1820-1899,wymaganie,Fizyczny Android acceptance,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Istniejący emulator weryfikuje stable client bez kasowania AVD,"frontend/android, Pixel_8 AVD",PARTIAL,NOT_DEPLOYED,HISTORICAL,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"AVD istnieje, adb devices empty, brak safe runtime run.","Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R16,R04,FND-016,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Kamień K1: działający CRM + analityczny Asystent, gotowy do osobnego kontrolowanego wydania, mimo nadal otwartych ofert/umów/metod. Nie oznaczać pełnego Masterplan PASS."
F-025,AI_LAB_FOLLOWUP_PLAN.md,1900-2024,wymaganie,Assistant Pipeline V2,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Durable stages, material, KB, Visual, local, Advanced i chat są spójne","assistant_run_*, unified_assistant_service.py, Flutter",PARTIAL,ACTIVE,INTEGRATION,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Main nie tworzy Visual; rescue niewdrożony; chat race w main.,Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R16,R06;R07;R08;R09;R10;R13;R15,FND-002;FND-004,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Kamień K1: działający CRM + analityczny Asystent, gotowy do osobnego kontrolowanego wydania, mimo nadal otwartych ofert/umów/metod. Nie oznaczać pełnego Masterplan PASS."
F-026,AI_LAB_FOLLOWUP_PLAN.md,2025-2039,przyszłe wymaganie,Escrow sekretów backupu,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Odzyskanie konfiguracji nie wymaga pamięci operatora,backup/escrow docs,PARTIAL,DISABLED,CODE_ONLY,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Wymaga osobnej decyzji i kontroli sekretów.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R03,R01;R23,,PLANNED_NOT_ACCEPTED,Historyczna sekwencja blokuje CHUNK23; wcześniejsze escrow w R03 wymaga jawnego zatwierdzenia kolejności i osobnej zgody operacyjnej.,"Zatwierdzony dowód odzyskania oraz punkt odtworzenia dla najbliższej zmiany. W przypadku odmowy escrow odnotowany konkretny blocker odpowiednich wdrożeń, nie zakaz lokalnych poprawek."
F-027,AI_LAB_FOLLOWUP_PLAN.md,2040-2058,decyzja właściciela,Retention i alerting,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,E/F policy 10/12 i 14/60 działa po jawnej aktywacji,"retention service, schedules",PRESENT,DISABLED,INTEGRATION,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Konfiguracja live nie ustawiona, delete gate false.","Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R22,,FND-025,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Operacje wymagane w followup odebrane; wyłączona retencja jest akceptowana wyłącznie jako jawna decyzja właściciela, a nie ukryte COMPLETE."
F-028,AI_LAB_FOLLOWUP_PLAN.md,2059-2066,przyszłe wymaganie,n8n retention,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Historia n8n ma politykę bez utraty audytu,n8n runtime/config,UNKNOWN,UNKNOWN,NONE,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Nie odczytano sekretnej konfiguracji ani nie mutowano n8n.,Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R22,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Operacje wymagane w followup odebrane; wyłączona retencja jest akceptowana wyłącznie jako jawna decyzja właściciela, a nie ukryte COMPLETE."
F-029,AI_LAB_FOLLOWUP_PLAN.md,2067-2114,decyzja właściciela,Contact person product decision,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Właściciel zatwierdza docelową semantykę osób,contact person model/UI,PARTIAL,ACTIVE,INTEGRATION,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Model działa, lecz docelowa polityka pozostaje decyzją.",Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R20,R01,,PLANNED_NOT_ACCEPTED,"C-005: followup CHUNK26 dokumentuje wybraną i wdrożoną opcję ContactPerson B z 22.08.2026. Zweryfikować implementację/runtime, nie żądać ponownej decyzji A/B ani nowej migracji bez nowego wymagania.","Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-030,AI_LAB_FOLLOWUP_PLAN.md,2115-2123,decyzja właściciela,Własność dodatkowego PostgreSQL 10,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Nie usuwać przed identyfikacją konsumenta,app-postgres-postgres-1,UNKNOWN,ACTIVE,CODE_ONLY,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Kontener aktywny, właściciel nieustalony.",Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R24,R00,FND-032,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Kamień K3: porządek i odbiór po cleanup. Rejestr ma finalny werdykt dla wszystkich kandydatów: usunięto/archiwum/zachowano/pozostaje jawny HOLD z właścicielem.
F-031,AI_LAB_FOLLOWUP_PLAN.md,2124-2132,przyszłe wymaganie,Storage provenance i orphan cleanup,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Każdy katalog ma właściciela, retention i rollback",data/build/staging/runtime dirs,PARTIAL,ACTIVE,CODE_ONLY,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Wiele artefaktów outside/ignored; cleanup po odbiorze.,Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R24,R00;R04,FND-028,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Kamień K3: porządek i odbiór po cleanup. Rejestr ma finalny werdykt dla wszystkich kandydatów: usunięto/archiwum/zachowano/pozostaje jawny HOLD z właścicielem.
F-032,AI_LAB_FOLLOWUP_PLAN.md,2133-2141,przyszłe wymaganie,Stare modele/Vision pilot cleanup,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Usunięcie dopiero po dowodzie braku konsumentów i rollbacku,"Ollama inventory, C:\Ollama-Vision-Pilot",PARTIAL,ACTIVE,CODE_ONLY,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Legacy AI nadal jawnie używa llama3.2; nie wolno usuwać teraz.,Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R24,R09,,PLANNED_NOT_ACCEPTED,Aktualna decyzja właściciela chroni qwen3.5:9b i aktywny embedding mimo historycznej listy cleanup.,Kamień K3: porządek i odbiór po cleanup. Rejestr ma finalny werdykt dla wszystkich kandydatów: usunięto/archiwum/zachowano/pozostaje jawny HOLD z właścicielem.
F-033,AI_LAB_FOLLOWUP_PLAN.md,2142-2152,przyszłe wymaganie,Historical data quality cleanup,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Dry-run, conflict review i approval poprzedzają apply",repair scripts/reports,PARTIAL,NOT_APPLICABLE,HISTORICAL,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Document 8903 nadal uszkodzony; brak zgody na repair.,Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R24,R11;R12,FND-019,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Kamień K3: porządek i odbiór po cleanup. Rejestr ma finalny werdykt dla wszystkich kandydatów: usunięto/archiwum/zachowano/pozostaje jawny HOLD z właścicielem.
F-034,AI_LAB_FOLLOWUP_PLAN.md,2153-2162,wymaganie,Version endpoint i debug metadata,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Backend, manifest, source i live Web pokazują spójną wersję bez debug","backend /version, version.json, stable manifest",PARTIAL,ACTIVE,E2E,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"1.0.0 vs +29 vs +41, environment development/debug true.",Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R04,,FND-015,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,RELEASE_ID + compatibility manifest gotowe. Stan source-ready/staged/deployed/accepted jest rozdzielony. Samo przygotowanie nie oznacza promocji rescue.
F-035,AI_LAB_FOLLOWUP_PLAN.md,2163-2176,przyszłe wymaganie,Final UX consistency,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Wspierane targety mają jeden zaakceptowany przepływ,Flutter UI/tests/emulator,PARTIAL,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Source 341/341, brak bieżącego runtime Android.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,R16;R23,FND-016,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
